Score,Sentiment,POS,NEG
-0.022222222222222223,負面,"['上漲', '支撐', '可望', '成長', '成長動能', '有利', '利多', '走高', '旺季', '高', '強', '強化', '推升', '提升', '發展', '買進', '增', '增加', '樂觀', '擁有', '機會', '激勵']","['下滑', '不如', '不如預期', '不利', '不確定', '低', '走低', '拖累', '空', '空間', '降', '降低', '風險', '修正', '淡季', '深', '提醒', '結束', '解釋', '擁有', '轉向', '關', '關鍵']"
-0.2,負面,"['利用', '利多', '高', '得到', '第一', '新高', '增', '增加', '增長', '幫助']","['下降', '下滑', '不足', '危機', '低', '利用', '走低', '降', '衰退', '最低', '減', '減少', '跌', '顯示', '擔憂']"
-0.11764705882352941,負面,"['上揚', '支撐', '充裕', '可以', '多數', '走高', '重要', '重要的', '高', '高點', '推升', '推動', '第一', '超過', '新高']","['下跌', '下跌的', '反應', '失', '失守', '低', '走弱', '重要的', '修正', '停止', '深', '超過', '跌', '跌幅', '跌勢', '跌逾', '新低', '關', '關卡']"
-0.11627906976744186,負面,"['上漲', '才能', '方便', '可以', '合作', '多數', '多頭', '好', '有利', '完成', '享有', '看好', '突破', '容易', '特別', '能夠', '高', '高的', '高點', '強', '強勢', '符合', '許可', '報酬', '提高', '最大', '最大的', '買進', '進行', '經過', '達到', '實現', '漲停', '適當', '機會', '積極的', '獲利', '穩定']","['不同', '不在', '不安', '不利', '不足', '不要', '不會', '不實', '切', '失', '有限', '低', '沒有', '注意', '空', '空間', '相對', '突然', '重點', '降', '降低', '限制', '風險', '差', '恐', '問題', '從事', '被迫', '割', '最低', '最低價', '減', '費用', '跌', '跌停', '經過', '經歷', '過大的', '預告', '慢', '誤', '調查', '調整', '賣壓', '適當', '操作', '關', '嚴格']"
0.0,負面,"['上漲', '反彈', '支持', '支撐', '多頭', '成長', '高', '強', '推動', '符合', '最大', '發展', '買盤', '進行', '增', '樂觀', '樂觀的', '穩定', '穩定成長']","['下跌', '大跌', '不利', '反彈', '危機', '低', '走低', '要求', '修正', '執行', '割', '跌', '跌幅', '勢力', '對手', '顯示', '調查', '賴', '關']"
-0.10344827586206896,負面,"['上升', '支持', '多數', '成長', '完全', '恢復', '重要', '高', '復原', '最後', '超過', '增', '增加']","['下跌', '不利', '先前', '風險', '疲弱', '深', '提醒', '結束', '超過', '跌', '跌幅', '過剩', '襲擊', '顯示', '調查', '擔憂']"
0.45454545454545453,正面,"['合作', '成長', '成長動能', '有助', '創新', '發展', '確實', '龍頭']","['切', '排除', '關']"
-0.20930232558139536,負面,"['力量', '上升', '上揚', '上漲', '可以', '好', '成長', '有助', '更多', '刺激', '高', '高的', '強', '強勢', '過程', '增', '儘管']","['下跌', '不同', '不確定', '反應', '有意', '低', '沒有', '走跌', '刺激', '空', '空頭', '表現', '相對', '降', '差', '差的', '結束', '跌', '意義', '補償', '過去的', '壓低', '縮小', '轉向', '關', '警告']"
-0.15151515151515152,負面,"['上漲', '可望', '成功', '重要', '容易', '高', '創新', '買超', '進行', '新高', '當然', '達成', '漲幅', '優勢']","['干擾', '失', '失守', '低', '空', '保衛', '挑戰', '相對', '提醒', '結束', '新低', '滑落', '調查', '賣超', '賣壓', '轉向', '關', '關卡', '關鍵']"
-0.24324324324324326,負面,"['上揚', '上漲', '可以', '好', '利多', '更多', '明確', '促進', '高', '強', '超過', '達成', '確實', '獲利']","['下降', '下跌', '下滑', '不確定', '尖', '沒有', '表明', '表現', '要求', '降', '控制', '陷入', '評論', '超過', '跌', '罪', '對手', '顯示', '調查', '轉換', '關', '關鍵', '競爭']"
0.0,負面,"['上升', '上揚', '上漲', '支撐', '多頭', '有助', '走高', '突破', '高', '高點', '強', '強勁', '最大', '達成', '漲幅', '增', '增長', '激勵', '穩定']","['下跌', '下滑', '大跌', '不利', '不確定', '不穩', '回收', '恐', '涉嫌', '割', '跌', '跌幅', '經濟放緩', '顯示', '調查', '擔憂', '遲', '聲稱', '關']"
-0.21052631578947367,負面,"['上升', '助長', '完全', '恢復', '看漲', '能的', '高', '高點', '帶來', '提高', '超過', '進行', '增', '增加', '儘管']","['下降', '下跌', '不確定', '低', '沒有', '事件', '抵銷', '降', '風險', '恐', '涉嫌', '疲弱', '超過', '跌', '慢', '顯示', '緊急', '衝擊', '調查', '質疑', '遭受', '壓力', '關']"
-0.08571428571428572,負面,"['反彈', '完全', '走高', '高', '高級', '強', '強勁', '超過', '進行', '順利', '達成', '增', '增加', '激勵', '優於', '優異']","['下滑', '切', '反彈', '低', '抑制', '沒有', '走低', '要求', '風險', '涉嫌', '控制', '超過', '經濟放緩', '對手', '調查', '轉換', '關', '關鍵', '競爭']"
-0.6363636363636364,負面,"['有效', '高', '第一', '買超']","['下跌', '空', '表現', '降', '終止', '減', '減碼', '跌', '跌破', '開發', '調查', '賣超', '操作', '整理', '壓力', '關', '關卡', '減碼多單']"
-0.22580645161290322,負面,"['上升', '才能', '不錯', '不錯的', '支持', '可以', '多頭', '好', '成長', '完全', '佳', '明確', '保證', '重要', '值得', '容易', '效率', '特別', '高', '帶來', '報酬', '提升', '超過', '進行', '當然', '解決', '達到', '增', '增加', '增長', '樂觀', '機會', '優勢', '獲利', '穩定', '穩定度']","['下降', '不支', '不支付', '不同', '不利', '不會', '不確定', '不變', '分散', '失', '危機', '扣除', '有限', '低', '拖累', '放棄', '注意', '空', '空間', '空頭', '表現', '保守', '前述', '相對', '負擔', '降', '降低', '面對', '風險', '消除', '涉及', '衰退', '配置', '最低', '減', '減損', '絕', '貶值', '費用', '超過', '越', '跌', '開發', '意見', '意義', '損失', '過度', '監督', '罰', '調整', '擔心', '錯', '虧損', '關', '關鍵', '難題', '嚴重']"
-0.17647058823529413,負面,"['年增', '利益', '帶來', '進行', '業績', '達到', '增']","['下修', '不會', '反應', '低', '延後', '要求', '問題', '減', '減少', '關']"
-0.1111111111111111,負面,"['上漲', '大增', '支撐', '好', '高', '推升', '買超', '漲幅', '增', '機會', '優勢', '獲利']","['空', '挑戰', '差', '差的', '恐', '結束', '跌', '跌破', '賣超', '賣壓', '操作', '壓縮', '關', '關卡', '關鍵']"
-0.12280701754385964,負面,"['上升', '上漲', '支持', '充分', '好', '技能', '更多', '便利', '效率', '能力', '高', '強', '強化', '推動', '創新', '提升', '發展', '新高', '業績', '解決', '實現', '構成', '機會', '龍頭', '獲得']","['下跌', '不平', '不合', '不會', '失', '低', '判決', '沒有', '空', '表現', '相對', '要求', '降', '風險', '差', '探底', '深', '終止', '減', '減少', '無效', '裁決', '訴訟', '跌', '開發', '落後', '緊急', '罰', '罰款', '操縱', '關', '競爭']"
-0.6363636363636364,負面,"['利多', '完成', '預期的', '幫助']","['下降', '下跌', '大跌', '不足', '反應', '先前', '低', '沒有', '走跌', '重挫', '降', '差', '深', '最差', '跌', '跌破', '新低', '關']"
-0.045454545454545456,負面,"['上升', '上漲', '反彈', '支持', '巨大', '多數', '好', '成功', '有利', '很多', '特別', '高', '高點', '最大', '解決', '過程', '實現', '增', '增加', '獲得', '穩定']","['下跌', '不在', '不利', '不會', '不確定', '反彈', '反應', '低', '判決', '沒有', '事件', '保守', '恐', '涉嫌', '問題', '減', '跌', '跌幅', '調查', '錯', '壓力', '擾亂', '嚴格']"
-0.15384615384615385,負面,"['更多', '便利', '能力', '高', '帶來', '增', '增加', '儘管', '擁有', '機會', '獲得']","['先前', '有問題', '低', '困難', '沒有', '延遲', '拒絕', '風險', '差', '問題', '絕', '顯示', '緊急', '擁有', '遲']"
-0.125,負面,"['上漲', '支撐', '改革', '佳', '高', '帶來', '強', '推動', '最佳', '發展', '增', '樂觀', '激勵', '穩定']","['下滑', '不利', '不利的', '不會', '不確定', '不穩', '低', '表現', '降', '割', '發表', '裁決', '裁定', '新低', '違法', '顯示', '暫停', '擔憂']"
-0.4,負面,"['有效', '改善', '保證', '重大', '重回', '進行', '增', '增加', '確實']","['切', '失', '命令', '要求', '重大', '停止', '執行', '控制', '處分', '處罰', '意見', '違反', '顯示', '罰', '罰鍰', '審查', '遲', '虧損', '轉讓', '離職', '關']"
-0.1926605504587156,負面,"['十分', '上升', '上看', '上揚', '上漲', '不錯', '不錯的', '反彈', '支撐', '平穩', '正確', '先進', '合作', '多數', '好', '好消息', '成果', '成長', '利用', '完成', '更多', '明確', '保證', '高', '高級', '高點', '帶來', '強', '強勁', '強健', '符合', '最大', '最大的', '進行', '達成', '達到', '預期的', '漲幅', '領導', '增', '增加', '激勵', '優於', '穩定']","['下降', '下跌', '下滑', '不振', '不確定', '不變', '反彈', '召開', '失', '失去', '目的', '危機', '有限', '低', '利用', '抑制', '沒有', '取消', '受害', '空', '表現', '金融海嘯', '威脅', '相對', '看淡', '突然', '要求', '重點', '降', '降低', '風險', '衰退', '動盪', '控制', '深', '被迫', '減', '減少', '貶值', '跌', '跌破', '跌幅', '開發', '意外', '經濟放緩', '違法', '預告', '對抗', '滲透', '襲擊', '顯示', '緊急', '誤', '衝擊', '調降', '調整', '質疑', '操作', '擔憂', '錯', '錯誤', '擺脫', '壞的', '關', '關鍵']"
-0.3793103448275862,負面,"['可以', '走高', '刺激', '重要', '重要的', '高', '帶來', '強', '達成']","['下降', '下跌', '下滑', '低', '批評', '刺激', '表明', '侵蝕', '威脅', '後果', '要求', '重要的', '降', '降低', '跌', '顯示', '調整', '壓力', '競爭', '競爭力下滑']"
-0.15789473684210525,負面,"['保證', '高', '強', '強化', '提高', '增', '增加', '賣出賣權']","['大跌', '不同', '低', '注意', '風險', '提醒', '結束', '跌', '解釋', '調整', '賣出買權']"
-0.3488372093023256,負面,"['上修', '反彈', '成長', '有助', '有效', '利多', '前進', '恢復', '重大', '重要', '強', '強勁', '發展', '樂觀']","['不安', '反彈', '反應', '失', '失業', '目標', '低', '利空', '走低', '忽略', '空', '表明', '相對', '重大', '降', '降低', '風險', '修正', '差', '衰退', '配置', '減', '短暫', '結束', '顯示', '疑慮', '衝擊', '調整', '關']"
-0.25,負面,"['才能', '多頭', '好', '股王', '高', '強', '買超', '買盤', '領先']","['失', '失守', '空', '相對', '降', '恐', '跌', '跌破', '領先', '賣壓', '擔心', '遲', '關', '關卡', '關鍵']"
-0.03225806451612903,負面,"['十分', '上升', '上看', '不錯', '不錯的', '反彈', '正面', '好', '年增', '成功', '完成', '更多', '刺激', '受惠', '突破', '特別', '能夠', '高', '高的', '帶來', '強', '強勢', '創新', '提高', '發展', '超過', '新高', '增', '增長', '樂觀']","['下跌', '不要', '反彈', '必然的', '目標', '向下', '低', '沒有', '刺激', '注意', '空', '空間', '表現', '要求', '風險', '差', '弱的', '排除', '深', '終止', '最低', '減', '減少', '絕', '超過', '跌', '跌幅', '跌勢', '極度', '落空', '調整', '錯']"
-0.25,負面,"['效率', '高', '強', '提升', '增', '增加', '擁有', '機會', '獲利']","['干擾', '目標', '低', '取消', '挑戰', '要求', '動盪', '執行', '結束', '新低', '罪', '慢', '緩慢', '擁有', '競爭']"
-0.16129032258064516,負面,"['上揚', '上漲', '在上', '有助', '完全', '佳', '刷新', '高', '強', '強勁', '達到', '增', '增加']","['下滑', '不佳', '低', '降', '風險', '衰退', '停滯', '動盪', '深', '割', '最低', '跌', '新低', '慢', '顯示', '疑慮', '緩慢', '遭受']"
-0.2,負面,"['上升', '才能', '支撐', '完全', '更多', '恢復', '高', '高的', '復原', '增', '增加', '儘管', '獲得', '穩定']","['下降', '不同', '不穩', '失', '先前', '低', '空', '降', '風險', '弱的', '恐', '疲弱', '動盪', '深', '萎縮', '損失', '顯示', '衝擊', '調查', '錯', '關']"
0.0,負面,"['上揚', '加強', '合作', '恢復', '強', '漲幅', '激勵']","['不夠', '加強', '取消', '要求', '差', '結束', '意外']"
0.12,正面,"['成功', '成長', '高', '強', '強勁', '提高', '超過', '進行', '新高', '達到', '增', '增加', '儘管', '積極的']","['不同', '目的', '突然', '風險', '停止', '割', '超過', '對手', '審查', '關', '競爭']"
-0.09574468085106383,負面,"['上升', '上揚', '上漲', '反彈', '支持', '支撐', '可望', '正面', '多數', '好', '年增', '成長', '成長動能', '有利', '有助', '利多', '完全', '完成', '改革', '改善', '良好', '走高', '佳', '刺激', '受惠', '明確', '亮眼', '便利', '前進', '恢復', '突破', '重要', '效益', '特別', '特性', '能的', '能夠', '高', '高的', '高峰', '高級', '高點', '帶來', '強', '強勁', '得到', '推升', '推動', '符合', '第一', '許可', '善意', '復原', '提升', '提高', '最大', '發展', '買盤', '超出', '超過', '進行', '新高', '解決', '達成', '預期的', '構成', '滿足', '滿意', '漲幅', '領先', '增', '增加', '增長', '樂觀', '適當', '儘管', '擁有', '機會', '激勵', '優於', '優勢', '獲利', '聯盟', '穩定', '顯著']","['下修', '下跌', '下滑', '不同', '不如', '不如預期', '不會', '不滿', '不確定', '不變', '反對', '反彈', '反應', '召開', '失', '失望', '失業', '目標', '先前', '有限', '低', '判決', '利空', '抗議', '沒有', '走低', '走弱', '事件', '刺激', '取代', '抵銷', '拖累', '空', '空間', '表現', '金融海嘯', '非法', '保守', '保留', '挑戰', '相對', '要求', '負擔', '降', '降低', '限制', '風險', '修正', '差', '恐', '疲弱', '衰退', '配置', '動盪', '問題', '控制', '敗訴', '深', '瓶頸', '陷入', '最低', '減', '減少', '減產', '發表', '短缺', '結束', '裁定', '貶值', '超過', '跌', '跌幅', '跌逾', '意外', '意見', '經歷', '落後', '過度', '慢', '露出', '襲擊', '顯示', '疑慮', '領先', '暫停', '罷工', '衝擊', '調查', '調降', '調整', '賣壓', '適當', '擁有', '操作', '擔憂', '整理', '錯', '壓力', '避開', '轉向', '關', '關鍵', '競爭']"
-0.19148936170212766,負面,"['十分', '上升', '上揚', '上漲', '支撐', '可望', '合作', '成長', '佳', '受惠', '保證', '突破', '重大', '重要', '重要的', '值得', '特性', '高', '高點', '帶來', '強', '強化', '強勢', '得到', '推升', '報酬', '提高', '最大', '最後', '買超', '超過', '進行', '增', '增加', '機會', '激勵', '穩定', '穩定度']","['下降', '下跌', '干擾', '不支', '不支付', '不同', '不如', '不足', '分散', '失', '失守', '失業', '扣除', '有限', '低', '取消', '注意', '空', '空間', '表現', '保留', '前述', '相對', '負擔', '重大', '重要的', '降', '風險', '恐', '涉及', '衰退', '配置', '最低', '減', '減損', '絕', '費用', '超過', '跌', '開發', '意義', '損失', '經歷', '顯示', '劇烈', '衝擊', '調降', '操作', '整理', '錯', '壓力', '虧損', '轉換', '關', '關卡', '賣出買權']"
-0.41935483870967744,負面,"['大賣', '強', '強勢', '第一', '買超', '買盤', '超過', '增', '擁有']","['下跌', '不同', '走弱', '空', '相對', '降', '深', '減', '減碼', '超過', '跌', '開發', '賣超', '擁有', '操作', '整理', '壓力', '關', '多單減碼', '多單減', '增持空單', '回補空單']"
-0.06666666666666667,負面,"['高', '第一', '提升', '進行', '增', '增加', '儘管']","['不同', '不會', '批評', '保守', '執行', '深', '深入', '割']"
-0.21739130434782608,負面,"['才能', '可以', '好', '成長', '刺激', '高', '強', '經過', '達成']","['目標', '扮演', '刺激', '面對', '差', '恐', '衰退', '堅信', '深', '經過', '對抗', '壓力', '關', '關鍵']"
0.5,正面,"['支持', '用心', '好', '成長', '有助', '更好', '更好的', '肯定', '前進', '指導', '突破', '重要', '重要的', '高', '推動', '第一', '創新', '發展', '新高', '楷模', '解決', '過程', '奪得', '榮獲', '榮譽', '領先', '領導', '標竿', '獎', '樹立', '龍頭', '優秀', '獲得']","['扮演', '表現', '重要的', '風險', '深', '極度', '經歷', '顯示', '領先', '領域', '嚴格']"
0.2727272727272727,正面,"['大增', '多頭', '好', '改善', '看漲', '突破', '高', '高點', '提升', '最大', '最大的', '超過', '新高', '增', '增加', '儘管', '多單增加', '多單大增', '多單增', '空單減少', '空單大減']","['低', '事件', '空', '空頭', '相對', '最低', '減', '減少', '超過', '跌', '顯示', '空單增加']"
-0.14285714285714285,負面,"['十分', '上升', '支持', '好', '好轉', '成績', '完全', '更多', '刺激', '受惠', '很好', '特別', '高', '高的', '高級', '強', '強勢', '得到', '善意', '發展', '超過', '新高', '達成', '確實']","['下跌', '不在', '不安', '不足', '不會', '低', '困難', '沒有', '事件', '刺激', '取消', '空', '表現', '降', '風險', '問題', '執行', '深', '減', '發表', '超過', '越', '跌', '顯示', '誤', '誤解', '衝擊', '調整', '擔心', '錯', '錯誤', '關']"
-0.21428571428571427,負面,"['上升', '上漲', '走高', '高', '新高', '達成', '漲幅', '增', '增加', '樂觀', '激勵']","['不利', '不願', '不願意', '取消', '突然', '降', '衰退', '停止', '動盪', '執行', '割', '結束', '跌', '跌勢', '對抗', '顯示', '縮短']"
-0.42857142857142855,負面,"['可望', '巨大', '更多', '恢復', '重要', '能的', '高', '高的', '最大', '漲幅']","['下降', '不確定', '引起', '失', '低', '事件', '空', '阻止', '降', '風險', '恐', '問題', '割', '短暫', '損失', '露出', '襲擊', '顯示', '衝擊', '質疑', '擔憂', '轉向', '轉換', '關', '嚴重']"
-0.058823529411764705,負面,"['可以', '多數', '多頭', '好', '成功', '有利', '容易', '特別', '特性', '高', '高級', '第一', '發展', '買進', '增', '獲利']","['不見', '不要', '不對', '失', '失敗', '犯', '死', '沒有', '空', '空頭', '風險', '深', '窘境', '評論', '跌', '經歷', '錯', '關']"
0.06666666666666667,正面,"['上漲', '支撐', '利多', '走高', '高', '強', '強勁', '推升', '買盤', '開高', '開高走高', '漲停', '漲幅', '激勵', '龍頭', '獲利']","['低', '扮演', '走跌', '相對', '降', '疲弱', '減', '減碼', '無力', '跌', '整理', '壓力', '關', '關卡']"
-0.21951219512195122,負面,"['上升', '不錯', '不錯的', '反彈', '年增', '更多', '重要', '特別', '高', '強', '發展', '當然', '構成', '增', '增長', '獲得']","['下跌', '不願', '反彈', '失', '收回', '低', '沒有', '注意', '空', '表現', '風險', '差', '弱勢', '恐', '疲弱', '深', '最差', '越', '跌', '跌幅', '調整', '操作', '擔心', '錯', '關']"
-0.07692307692307693,負面,"['上漲', '支撐', '好', '良好', '看漲', '高', '高點', '強', '強勁', '符合', '預期的', '儘管']","['下跌', '下滑', '不利', '不會', '低', '降', '降低', '停滯', '割', '跌', '顯示', '壓力', '關', '關鍵']"
-0.08108108108108109,負面,"['上漲', '反彈', '可以', '在上', '好', '成長', '完全', '更好', '恢復', '重要', '高', '高點', '帶來', '達到', '增', '增加', '穩定']","['下降', '不足', '反彈', '先前', '低', '事件', '抵銷', '表明', '降', '降低', '風險', '停工', '問題', '深', '減', '減損', '襲擊', '顯示', '擔心', '關']"
-0.15555555555555556,負面,"['上升', '止跌回升', '好', '更多', '佳', '促進', '看好', '高', '強', '強勢', '推動', '符合', '提升', '最後', '發展', '新高', '增', '增長', '轉虧為盈']","['下跌', '大降', '大跌', '不變', '反對', '目標', '低', '沒有', '空', '表現', '降', '差', '疲弱', '從事', '深', '最差', '減', '結束', '費用', '跌', '跌破', '跌幅', '跌逾', '意見', '顯示', '虧損']"
0.26666666666666666,正面,"['允許', '支撐', '更多', '高', '高點', '強', '強勁', '推動', '創新', '提高', '最大', '進行', '新高', '達到', '增', '增加', '增長', '獲得', '顯著']","['反對', '先前', '有意', '空', '空間', '表明', '突然', '限制', '風險', '過度', '調整']"
0.3,正面,"['可以', '多頭', '走高', '股王', '高', '高點', '強', '強勢', '發展', '新高', '漲停', '漲幅', '機會']","['低', '走弱', '挑戰', '恐', '最低', '跌', '壓力']"
-0.3684210526315789,負面,"['可望', '完全', '特別', '強', '強化', '穩定']","['低', '注意', '降', '降低', '差', '異常', '提醒', '暫停', '調降', '調整', '賴', '關', '關鍵']"
-0.2,負面,"['上升', '上揚', '上漲', '多數', '多頭', '刺激', '很多', '高', '增', '增加', '機會', '穩定']","['不穩', '反應', '低', '扮演', '事件', '刺激', '降', '差', '弱勢', '恐', '問題', '異常', '意外', '落後', '顯示', '轉向', '關', '關鍵']"
-0.06666666666666667,負面,"['可望', '成功', '重要', '高', '買盤', '機會', '獲利']","['空', '挑戰', '降', '疑慮', '賣壓', '關', '關卡', '關鍵']"
-0.16666666666666666,負面,"['反彈', '充分', '可以', '有效', '完全', '走高', '恢復', '高', '高點', '機會']","['下降', '大跌', '不足', '反彈', '重挫', '降', '恐', '割', '減', '減產', '跌', '衝擊', '壓力', '關']"
-0.29411764705882354,負面,"['上升', '反彈', '在上', '好', '好消息', '完全', '更多', '佳', '肯定', '恢復', '特別', '高', '最大', '進行', '增', '擁有', '機會', '獲利']","['下跌', '不理', '不會', '不變', '反彈', '失', '先前', '低', '事件', '拖累', '空', '表現', '相對', '降', '風險', '差', '弱勢', '深', '減', '跌', '跌破', '跌幅', '跌勢', '開發', '損失', '落空', '襲擊', '顯示', '調整', '擁有', '操作', '擔心', '關']"
-0.2631578947368421,負面,"['成就', '改善', '恢復', '報酬', '復原', '最大', '增']","['下跌', '挑戰', '重罰', '除名', '停止', '執行', '跌', '襲擊', '罰', '虧損', '關', '關鍵']"
0.0,負面,"['上升', '上漲', '支持', '好', '有利', '良好', '恢復', '看好', '高', '理想', '最大', '進行', '漲幅', '增', '增長', '樂觀']","['下跌', '下跌的', '下滑', '低', '降', '風險', '停滯', '深', '割', '最低', '減', '減少', '跌', '意外', '顯示', '壓力']"
-0.21052631578947367,負面,"['上漲', '好', '好消息', '更多', '恢復', '重要', '高', '推動', '復原', '提高', '最大', '漲幅', '增', '增加', '儘管']","['下降', '下跌', '不確定', '失', '低', '否認', '走低', '事件', '降', '風險', '問題', '深', '絕', '跌', '損失', '經歷', '襲擊', '劇烈', '調查', '擔心', '擔憂', '關', '關鍵']"
-0.625,負面,"['走高', '高', '買超']","['下跌', '降', '深', '減', '減少', '萎縮', '越', '跌', '賣超', '關', '關卡', '多單減少', '多單減']"
0.061224489795918366,正面,"['反彈', '支持', '可以', '合作', '成長', '有利', '重大', '高', '高的', '高峰', '強', '強勁', '最大', '最大的', '發展', '買盤', '進行', '達成', '達到', '增', '增加', '確實', '幫助', '獲得', '穩固', '穩定']","['下滑', '反彈', '召開', '目標', '低', '事件', '表現', '削減', '重大', '降', '風險', '執行', '淡季', '減', '減少', '減產', '跌', '跌破', '開發', '新低', '監督', '遭受', '關']"
-0.2,負面,"['上升', '反彈', '好', '更多', '佳', '值得', '效率', '特別', '高', '強', '強勢', '預期的', '增', '增加', '擁有', '穩定']","['下跌', '不變', '反彈', '代價', '目標', '低', '空', '表現', '降', '風險', '差', '深', '終止', '減', '越', '跌', '跌幅', '跌逾', '新低', '襲擊', '擁有', '縮減', '轉向', '關']"
0.3333333333333333,正面,"['上升', '上漲', '正面', '有助', '有價值', '走高', '突破', '高', '推動', '提高', '順利', '達成', '增', '增加', '穩定', '飆漲']","['不會', '風險', '減', '減少', '傷及', '襲擊', '擔憂', '關']"
-0.04,負面,"['上升', '上漲', '可以', '巨大', '成長', '完全', '恢復', '突破', '重要', '能的', '高', '高峰', '強', '推升', '提高', '最大', '超過', '解決', '達到', '漲幅', '增', '增加', '儘管', '穩定']","['下降', '不確定', '反應', '目標', '沒有', '事件', '威脅', '降', '風險', '減', '減少', '減產', '短缺', '短暫', '評論', '超過', '極度', '過剩', '襲擊', '緊急', '衝擊', '擔憂', '虧損', '關', '關鍵', '嚴重']"
-0.2857142857142857,負面,"['上升', '上漲', '看漲', '高', '高點', '最大', '最大的', '買盤', '漲幅', '飆漲']","['下跌', '下滑', '召開', '低', '削減', '降', '恐', '執行', '割', '最低', '減', '減少', '減產', '越', '跌', '顯示', '關', '關鍵']"
-0.16129032258064516,負面,"['上升', '上揚', '上漲', '才能', '可以', '完全', '恢復', '高', '復原', '最大', '解決', '漲幅', '獨特']","['否認', '事件', '抵銷', '威脅', '降', '風險', '恐', '執行', '減', '減少', '短缺', '襲擊', '顯示', '衝擊', '聲稱', '關', '關鍵', '嚴重']"
0.1,正面,"['上漲', '反彈', '走高', '佳', '前進', '高', '第一', '買超', '機會', '激勵', '加碼多單']","['不同', '反彈', '低', '空', '深', '賣超', '關', '關卡', '加碼空單']"
-0.15384615384615385,負面,"['上漲', '合作', '看漲', '高', '高的', '強', '第一', '最大', '超過', '漲幅', '飆漲']","['反應', '失', '突然', '差', '割', '減', '減少', '減產', '超過', '跌', '損失', '襲擊', '顯示', '衝擊', '擔心']"
